ext_id,category,name,address,lat,lng,capacity,detail,tel
3000000-S200700106,civil_defense,세종문화회관 지하1층 전시실,"서울특별시 종로구 세종대로 175, 세종문화회관 (세종로)",37.5720098878195,126.976307064718,2970,지하,
3000000-S200700210,civil_defense,숭인상가아파트 지하1층,"서울특별시 종로구 청계천로 391, 지하1층 (숭인동, 숭인상가아파트)",37.57210126365796,127.02071019202731,1122,지하,
3000000-S201000012,civil_defense,서울영천교회 지하1층,"서울특별시 종로구 통일로12길 14 (행촌동, 영천교회)",37.57337111889599,126.96024604702663,971,지하,
3000000-S201600001,civil_defense,광화문역연결 청진지하공공보도,"서울특별시 종로구 세종대로 지하172, 5호선 광화문역 (세종로)",37.5716501220266,126.97715638910336,2014,지하,
3000000-S201800002,civil_defense,인왕산2차아이파크아파트 지하1층,"서울특별시 종로구 통일로18길 34, 201동 지하1층 (무악동, 인왕산2차아이파크아파트)",37.5760841399954,126.95911825248186,3440,지하,
3000000-S200700010,civil_defense,유림회관 지하1층,"서울특별시 종로구 성균관로 31 (명륜3가, 유림회관)",37.5854861378019,126.996705160009,3307,지하,
3000000-S200700130,civil_defense,세종빌딩 지하1층,"서울특별시 종로구 세종대로23길 54, 세종빌딩, 세종아파트 지하1층 (당주동)",37.57175171224661,126.97336569134036,4752,지하,
3000000-S201700006,civil_defense,상명대학교 미래백년관 지하2층~3층,"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교)",37.601820567802314,126.95497524379992,5588,지하,
3000000-S201000009,civil_defense,동신교회 지하1층,"서울특별시 종로구 종로44길 43 (창신동, 동신교회,동신교회교육관)",37.570778861855665,127.0126780946532,310,지하,
3000000-S200700104,civil_defense,지하철3호선 경복궁역 대합실 승강장,"서울특별시 종로구 사직로 지하130, 3호선 경복궁역 지하1~3층 (적선동)",37.57578806818108,126.97315913809878,13176,지하,
3000000-S200700179,civil_defense,가톨릭대학교성신교정 지하1층,"서울특별시 종로구 창경궁로 296-12 (혜화동, 가톨릭대학교성신교정)",37.58642554195397,127.00323526765136,747,지하,
3000000-S200700199,civil_defense,종오지하쇼핑센터 지하1층,"서울특별시 종로구 종로 지하 200 (종로5가, 종오지하쇼핑센터)",37.57075774570602,126.99994277267218,2311,지하,
3000000-S202600001,civil_defense,종로구청임시청사(더케이트윈타워) 지하5층,"서울특별시 종로구 종로1길 50, 더케이트윈타워 지하5층 (중학동)",37.5749123994276,126.978965350839,5298,지하,
3000000-S200700121,civil_defense,광화문플래티넘 빌딩 지하2~3층,"서울특별시 종로구 새문안로5가길 28, 광화문 플래티넘 지하2~3층 (적선동)",37.57442585433074,126.97345355846048,6760,지하,
3000000-S200700032,civil_defense,극동문제연구소 통일관 지하2층 주차장,"서울특별시 종로구 북촌로15길 2, 극동문제연구소/통일관 지하2층 (삼청동)",37.586652412965506,126.98353796143849,751,지하,
3000000-S200700085,civil_defense,인의빌딩 지하2~4층,"서울특별시 종로구 창경궁로 112-7 (인의동, 인의빌딩)",37.57250826571081,126.99820788197425,1841,지하,
3000000-S200700066,civil_defense,종로2가 지하상가 지하1층,"서울특별시 종로구 종로 지하73, 종각지하철역사 (종로2가)",37.5702050221061,126.985518493482,2194,지하,
3000000-S201700008,civil_defense,올림픽기념 국민생활관 지하1층,"서울특별시 종로구 성균관로 91 (혜화동, 국민생활관)",37.59001485363123,126.99898391875064,1474,지하,
3000000-S200700126,civil_defense,동원빌딩 지하1층,"서울특별시 종로구 새문안로3길 15, 동원빌딩 지하1층 (당주동)",37.57171563816445,126.97244301283698,1752,지하,
3000000-S200700168,civil_defense,서울명신초등학교 지하1층,"서울특별시 종로구 낙산길 250 (창신동, 서울명신초등학교)",37.58210445213334,127.0148189523262,216,지하,
3000000-S200700006,civil_defense,서울맹학교 초등교육관 지하1층,"서울특별시 종로구 필운대로 97, 국립서울맹학교 초등교육관동 지하1층 (신교동)",37.584199645777986,126.96822659927734,312,지하,
3000000-S200700124,civil_defense,도렴빌딩 지하1~2층,"서울특별시 종로구 새문안로5길 37, 도렴빌딩 지하1~2층 (도렴동)",37.57367596881805,126.97428725294533,5544,지하,
3000000-S200700195,civil_defense,서울보증보험 지하2~5층,서울특별시 종로구 김상옥로 29 (연지동),37.5734949909066,127.0008597457728,17586,지하,
3000000-S201000004,civil_defense,시즌빌딩 지하2~5층,"서울특별시 종로구 지봉로 19 (창신동, 삼우텍스프라자)",37.57174164004587,127.01546773189543,12325,지하,
3000000-S200700001,civil_defense,현대빌딩 본관 지하2층,"서울특별시 종로구 율곡로 75, 현대빌딩 (계동)",37.5774734174372,126.987519657039,5330,지하,
3000000-S200700192,civil_defense,동대문전철역지하상가 지하1층,"서울특별시 종로구 율곡로 지하308, 4호선 동대문역 (종로6가)",37.57037804253119,127.0093889498207,1237,지하,
3000000-S201800003,civil_defense,원서빌딩 주차장,"서울특별시 종로구 창덕궁1길 13, 원서빌딩 (원서동)",37.5791018630184,126.988427258865,745,지하,
3000000-S200700025,civil_defense,동대문맨션 지하1층,"서울특별시 종로구 창신길 20 (창신동, 동대문맨션)",37.5723822807552,127.011010644097,209,지하,
3000000-S200700180,civil_defense,"혜성교회, 혜성유치원 지하1층","서울특별시 종로구 혜화로6가길 34 (혜화동, 혜성유치원)",37.59057256530201,127.00100189317749,825,지하,
3000000-S200700114,civil_defense,세양빌딩 지하2층,"서울특별시 종로구 사직로8길 39, 세양빌딩 지하2층 (내자동)",37.574178704464025,126.97300153899076,3410,지하,
3000000-S200700132,civil_defense,시티빌딩 지하1층,"서울특별시 종로구 새문안로 50, 한국씨티은행 본점 지하1층 (신문로2가)",37.569058446529105,126.97067549600108,3756,지하,
3000000-S200700049,civil_defense,서울지방국세청 지하2~4층,"서울특별시 종로구 종로5길 86 (수송동, 국세청)",37.57401946567565,126.97953821758729,8166,지하,
3000000-S200700127,civil_defense,로얄빌딩 지하2층,"서울특별시 종로구 새문안로5길 19, 로얄빌딩 지하2층 (당주동)",37.57203484127175,126.97449736788386,5352,지하,
3000000-S200700059,civil_defense,태화빌딩 지하1~3층,"서울특별시 종로구 인사동5길 29 (인사동, 태화빌딩)",37.57213698961912,126.98476913768104,4328,지하,
3000000-S201000002,civil_defense,서울대학교병원 의학연구혁신센터 지하4층 주차장,"서울특별시 종로구 대학로 71, 서울대학교병원 의학연구혁신센터 (연건동)",37.577662305069516,127.00187463796881,3486,지하,
3000000-S200700197,civil_defense,"연강빌딩, 두산아트센터 지하1~5층","서울특별시 종로구 종로33길 15 (연지동, 두산아트센터)",37.571857060265216,127.00127067710065,9166,지하,
3000000-S200700172,civil_defense,"지하철6호선 창신역 대합실 승강장(지하 1,4층)","서울특별시 종로구 지봉로 지하 112 (창신동, 6호선 창신역)",37.580030398357486,127.01529596488272,6210,지하,
3000000-S201700004,civil_defense,창진파크팰리스 지하 1층,"서울특별시 종로구 평창문화로 87, 창진파크팰리스 지하1층 (평창동)",37.6072540980497,126.970794960805,900,지하,
3000000-S200700105,civil_defense,광화문사거리 지하1층 지하중앙보도,"서울특별시 종로구 세종대로 지하172, 5호선 광화문역 지하1~3층 (세종로)",37.5716501220266,126.97715638910336,547,지하,
3000000-S200700183,civil_defense,명륜프라자 지하2~3층,"서울특별시 종로구 창경궁로 260 (명륜2가, 명륜프라자)",37.58441273888063,127.00048060166147,700,지하,
3000000-S200700139,civil_defense,무악현대임대아파트 지하2층,"서울특별시 종로구 통일로 246-11, 113동 지하2층 (무악동, 무악현대아파트)",37.5748224763788,126.958610069781,2640,지하,
3000000-S200700185,civil_defense,광원빌딩 지하1층,서울특별시 종로구 창경궁로 230 (명륜4가),37.58227885586644,126.9982065326541,346,지하,
3000000-S201700002,civil_defense,신교공영주차장 지하1층~4층,"서울특별시 종로구 자하문로 89, 종로구 장애인복지관 및 푸르메재활센터(신교공영주차장) (신교동)",37.58397860908686,126.97009015697296,5834,지하,
3000000-S200700108,civil_defense,세종문화회관 지하2층 세종·충무공이야기 전시관,서울특별시 종로구 세종대로 175(세종로),37.57200988776516,126.97630706472178,2859,지하,
3000000-S200700187,civil_defense,혜화동씨티밸리 지하3층,"서울특별시 종로구 대학로 146 (혜화동, 두레빌딩)",37.58430711071853,127.00186391162043,2754,지하,
3000000-S202300001,civil_defense,삼성아파트 지하주차장 1~2층,"서울특별시 종로구 평창문화로 172 (평창동, 삼성아파트)",37.611022886661644,126.97852553178298,6183,지하,
3000000-S201000011,civil_defense,지하철6호선 동묘앞역 대합실 승강장,"서울특별시 종로구 지봉로 지하24, 6호선 동묘앞역 (숭인동)",37.57220011944668,127.01574094122083,14001,지하,
3000000-S200700147,civil_defense,강북삼성병원 지하 2~3층,"서울특별시 종로구 새문안로 29, 강북삼성병원 지하2층 (평동)",37.568128271575496,126.96859239466444,1598,지하,
3000000-S200700093,civil_defense,종묘공영주차장 지하2~5층,"서울특별시 종로구 종로 157, 종묘공원 (훈정동)",37.5709802172755,126.99513110232195,49254,지하,
3000000-S200700064,civil_defense,동십자각지하도 지하1층,"서울특별시 종로구 삼청로 1 (세종로, 동십자각)",37.576095094786325,126.97941200499551,429,지하,
3000000-S200700142,civil_defense,지하철5호선 서대문역 지하,"서울특별시 종로구 통일로 지하126, 서대문역 (평동)",37.56598825648422,126.9667035695057,6807,지하,
3000000-S200700061,civil_defense,SC제일은행본점 지하2~4층,"서울특별시 종로구 종로 47 (공평동, SC제일은행본점)",37.57061135648933,126.9825705683684,10166,지하,
3000000-S200700125,civil_defense,미도파광화문빌딩 지하2층,"서울특별시 종로구 세종대로23길 47, 지하2층 (당주동)",37.57148576425859,126.97369360862452,3553,지하,
3000000-S201700005,civil_defense,서울세검정초등학교 지하2층,"서울특별시 종로구 세검정로9길 1 (신영동, 서울세검정초등학교)",37.60315310853331,126.96136705187185,450,지하,
3000000-S201400001,civil_defense,"GS건설, 그랑서울 지하2~7층",서울특별시 종로구 종로 33 (청진동),37.570447110005844,126.98114900114754,41308,지하,
3000000-S201000005,civil_defense,두산아파트 지하1~2층,"서울특별시 종로구 지봉로5길 7 (창신동, 두산아파트)",37.57440423595678,127.01509895527217,14915,지하,
3000000-S200700198,civil_defense,현대그룹빌딩 지하1층,"서울특별시 종로구 율곡로 194 (연지동, 현대그룹빌딩)",37.57559803435426,127.00026603501632,2102,지하,
3000000-S200700107,civil_defense,종로구문화체육센터 지하1~2층,"서울특별시 종로구 인왕산로1길 21, 종로문화체육센터 지하1~2층 (사직동)",37.57427903721584,126.96449239161902,1023,지하,
3000000-S201700001,civil_defense,동아일보사 지하2~4층,"서울특별시 종로구 청계천로 1 (서린동, 동아일보사)",37.56947758313516,126.97779641524257,4130,지하,
3000000-S201700003,civil_defense,상명대학교 박물관 지하주차장 1층,"서울특별시 종로구 평창문화로 151, 지하주차장 (평창동)",37.6104005490648,126.976307719124,979,지하,
3000000-S200700005,civil_defense,서울농학교 청각장애 교육지원센터 지하1층,"서울특별시 종로구 필운대로 103, 국립서울농학교 청각언어훈련센터동 지하1층 (신교동)",37.58413718522873,126.96884140648686,198,지하,
3000000-S201700009,civil_defense,종로청계힐스테이트아파트 지하1층,"서울특별시 종로구 숭인동길 21, 지하1층 (숭인동, 종로청계힐스테이트)",37.57589563532384,127.02158211103715,12936,지하,
3000000-S200700165,civil_defense,창신성결교회 지하1층,"서울특별시 종로구 창신5길 22 (창신동, 창신성결교회)",37.57368401076996,127.0118341012569,627,지하,
3000000-S200700069,civil_defense,광화문우체국 지하1층,"서울특별시 종로구 종로 6 (서린동, 광화문우체국)",37.57001391734867,126.97805425549676,1062,지하,
3000000-S202100001,civil_defense,SK에코플랜트 수송스퀘어 지하2~6층,"서울특별시 종로구 율곡로2길 19, 수송스퀘어 (수송동)",37.57470120741301,126.98089031176087,12988,지하,
3000000-S200700065,civil_defense,지하철1호선 종각역 대합실 승강장 지하1~2층,"서울특별시 종로구 종로 지하 55 (종로1가, 종각지하철역사)",37.570286992137845,126.98361037914216,10410,지하,
3000000-S200700200,civil_defense,지하철1호선 동묘앞역 대합실 승강장 지하1층,"서울특별시 종로구 종로 359, 동묘앞역 지하1층 (숭인동)",37.57367267492826,127.01737305618684,5501,지하,
3000000-S200700004,civil_defense,대동세무고등학교 본관 지하1층,"서울특별시 종로구 계동길 84-10, 대동세무고등학교 (계동)",37.5810562855101,126.987482600172,183,지하,
3000000-S200700119,civil_defense,적선현대빌딩 지하주차장 2~4층,"서울특별시 종로구 사직로 130, 적선현대빌딩 지하2~4층 (적선동)",37.57557082165369,126.9733077881398,6079,지하,
3000000-S201700007,civil_defense,상명대학교 자하관 지하1층,"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교)",37.601820567802314,126.95497524379992,992,지하,
3000000-S200700067,civil_defense,석탄회관빌딩 지하2~3층,"서울특별시 종로구 종로5길 58 (수송동, 석탄회관빌딩)",37.572852859484215,126.98018362331885,4803,지하,
3000000-S200700151,civil_defense,서대문장로교회 지하2층,"서울특별시 종로구 통일로8길 16 (송월동, 서대문장로교회)",37.56950318184958,126.96539875450567,657,지하,
3010000-S200800012,civil_defense,약수하이츠아파트 지하주차장,"서울특별시 중구 동호로10길 30 (신당동, 약수하이츠)",37.554911041308195,127.01234376624241,47064,지하,
3010000-S198700008,civil_defense,시청광장지하쇼핑센터,"서울특별시 중구 을지로 지하 12 (을지로1가, 시청광장지하쇼핑센터)",37.56596076170285,126.97908777726825,1287,지하,
3010000-S199000013,civil_defense,남대문로지하쇼핑센터,"서울특별시 중구 남대문로 지하14, 남대문로지하쇼핑센터 (남대문로3가)",37.56085909400669,126.97735178971035,3059,지하,
3010000-S198800002,civil_defense,을지로지하상가,"서울특별시 중구 을지로 지하 88 (을지로2가, 을지로2구역지하쇼핑)",37.56616365769674,126.98756664160393,14430,지하,
3010000-S199700008,civil_defense,3호선충무로역지하철승강장 지하3층,"서울특별시 중구 퇴계로 지하214, 충무로역 3,4호선 (필동2가)",37.5612891302137,126.994207463216,15474,지하,
3010000-S200800010,civil_defense,신당현대아파트 관리동 지하 2층,"서울특별시 중구 다산로36길 109 (신당동, 현대아파트)",37.559767789021464,127.02010907788956,2594,지하,
3010000-S198500001,civil_defense,3호선약수역지하철승강장,"서울특별시 중구 다산로 지하122, 약수역 3호선 (신당동)",37.554665497305365,127.01074233552421,1128,지하,
3010000-S199700007,civil_defense,덕수궁앞지하보도,"서울특별시 중구 세종대로 124 (태평로1가, 프레스센터)",37.56730164033538,126.97769815383884,448,지하,
3010000-S198000003,civil_defense,반얀트리클럽앤스파서울 지하1~2층,"서울특별시 중구 장충단로 60 (장충동2가, 반얀트리 클럽 앤 스파 서울)",37.55112381691272,127.00085577805963,5179,지하,
3010000-S198500003,civil_defense,단암타워빌딩 지하1~2층,"서울특별시 중구 소월로 10 (남대문로5가, 단암빌딩)",37.55862614936221,126.97554943897046,1650,지하,
3010000-S199000008,civil_defense,2호선시청역지하철승강장,"서울특별시 중구 서소문로 지하 127 (서소문동, 시청역 2호선)",37.56356783789667,126.97526859618075,8322,지하,
3010000-S200500021,civil_defense,중구구민회관 지하1~3층,"서울특별시 중구 을지로39길 40 (을지로6가, 구민회관)",37.56840431849508,127.00546096754515,907,지하,
3010000-S200500018,civil_defense,동대문역사문화공원역지하철승강장,"서울특별시 중구 을지로 지하 279 (을지로7가, 동대문역사문화공원역 2호선)",37.56562586618249,127.00915456268916,14468,지하,
3010000-S201100002,civil_defense,남산타운아파트2(임대동) 지하1층,"서울특별시 중구 다산로 32 (신당동, 남산타운)",37.547596630710835,127.00670911933737,24454,지하,
3010000-S201200008,civil_defense,서울특별시청 지하1~4층,"서울특별시 중구 세종대로 110 (태평로1가, 서울시청)",37.56620502187806,126.97770627907322,2021,지하,
3010000-S200500006,civil_defense,묵정공원공영주차장 지하1~5층,"서울특별시 중구 퇴계로45길 32-12 (충무로5가, 묵정경노당)",37.56371582523737,126.99979428615318,4735,지하,
3010000-S201600001,civil_defense,베네치아메가몰 지하3~4층,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.57152959850574,127.02176965042877,39896,지하,
3010000-S200300009,civil_defense,한국경제신문사 지하1~5층,"서울특별시 중구 청파로 463 (중림동, 한국경제신문사빌딩)",37.56070414617848,126.96762207325706,17916,지하,
3010000-S199000014,civil_defense,남대문앞지하보도,"서울특별시 중구 세종대로 50 (남대문로4가, 흥국생명빌딩)",37.56082696469122,126.9760652426146,442,지하,
3010000-S198900006,civil_defense,조양빌딩신관 지하1~2층,"서울특별시 중구 삼일대로6길 5, 조양빌딩신관 (충무로2가)",37.56247549994449,126.98931175201255,2851,지하,
3010000-S198700012,civil_defense,3호선동대입구역지하철승강장,"서울특별시 중구 동호로 지하 256 (장충동2가, 동대입구역 3호선)",37.55909276775151,127.00542974829503,8890,지하,
3010000-S200200008,civil_defense,1호선서울역지하철승강장,"서울특별시 중구 세종대로 지하 2 (남대문로5가, 서울역 1호선)",37.55692795477346,126.97255639854666,9292,지하,
3010000-S201200004,civil_defense,중구회현체육센터 지하1층,"서울특별시 중구 퇴계로12길 78 (회현동1가, 중구회현체육센터)",37.55618587449472,126.98164067504264,1056,지하,
3010000-S199000004,civil_defense,삼성본관 지하2~3층,"서울특별시 중구 세종대로 67 (태평로2가, 삼성본관빌딩)",37.562385711487714,126.97585409026566,8655,지하,
3010000-S198500006,civil_defense,앰배서더호텔 지하1~2층,"서울특별시 중구 동호로 287 (장충동2가, 그랜드앰배서더서울)",37.56011824595524,127.00259491651896,3707,지하,
3010000-S199200001,civil_defense,남산입구지하보도,"서울특별시 중구 소월로 3 (남창동, 롯데손해보험빌딩)",37.559385517615205,126.97606971680163,620,지하,
3010000-S201200002,civil_defense,남산타운문화체육센터 지하1층,"서울특별시 중구 다산로 32 (신당동, 남산타운)",37.547596630710835,127.00670911933737,438,지하,
3010000-S200500017,civil_defense,을지로4구역지하쇼핑센터,"서울특별시 중구 을지로 지하 218 (을지로5가, 을지로4구역지하쇼핑)",37.566867885649316,127.0022931073546,4600,지하,
3010000-S200700001,civil_defense,2호선신당역지하철승강장,서울특별시 중구 퇴계로 지하 431-1 (신당동),37.565668806010684,127.01955514844639,4171,지하,
3010000-S199000007,civil_defense,프라자호텔 지하2층,"서울특별시 중구 소공로 119 (태평로2가, 서울프라자호텔)",37.56475784933132,126.97817984800108,1303,지하,
3010000-S200200005,civil_defense,6호선약수역지하철승강장,"서울특별시 중구 다산로 지하 115 (신당동, 약수역 6호선)",37.55412449069521,127.01025330126228,10785,지하,
3010000-S199500001,civil_defense,서울역앞지하보도,"서울특별시 중구 세종대로 지하2, 서울역 1호선 (남대문로5가)",37.55692795477346,126.97255639854666,1507,지하,
3010000-S199800004,civil_defense,3호선을지로3가역지하철승강장,"서울특별시 중구 을지로 지하106, 을지로3가역 2호선 (을지로3가)",37.56624384099566,126.99028179769635,16529,지하,
3010000-S201200001,civil_defense,중구청소년수련관 지하,"서울특별시 중구 동호로5길 19 (신당동, 중구청소년수련관)",37.551896294646305,127.01240870277115,1208,지하,
3010000-S200700002,civil_defense,중구종합복지센터 지하1~2층,"서울특별시 중구 퇴계로 460, 중구종합복지센터 (신당동)",37.565141438533466,127.02279519588173,1648,지하,
3010000-S201200003,civil_defense,손기정체육공원 주차장 지하1~2층,"서울특별시 중구 손기정로 101 (만리동2가, 손기정공원)",37.5554795137501,126.964815774652,6776,지하,
3010000-S200800014,civil_defense,대한항공 지하1~4층,"서울특별시 중구 서소문로 117 (서소문동, 대한항공빌딩)",37.563423371263994,126.97416718348482,5700,지하,
3010000-S201100003,civil_defense,서울역디오빌 지하1~3층,"서울특별시 중구 만리재로 193 (만리동1가, 서울역 디오빌)",37.55495010313536,126.96719338217979,4150,지하,
3010000-S200800013,civil_defense,경향아트힐 지하1층,서울특별시 중구 정동길 3 (정동),37.56807891297721,126.96963520515145,476,지하,
3010000-S199900001,civil_defense,연세봉래빌딩 지하1~3층,"서울특별시 중구 칠패로 36 (봉래동1가, 연세봉래빌딩)",37.559511046698596,126.97278510731549,1808,지하,
3010000-S199900005,civil_defense,회현지하쇼핑센터,"서울특별시 중구 소공로 지하 58 (충무로1가, 회현지하쇼핑센터)",37.56043830862701,126.98206133031665,7678,지하,
3010000-S200500002,civil_defense,4호선충무로역지하철승강장,"서울특별시 중구 퇴계로 지하214, 충무로역 3,4호선 (필동2가)",37.56143760418142,126.99553823334142,10701,지하,
3010000-S198800007,civil_defense,신당지하쇼핑센터,"서울특별시 중구 퇴계로85길 지하 56 (황학동, 신당지하쇼핑센터)",37.568328539419035,127.01961766194022,1412,지하,
3010000-S200000003,civil_defense,명동지하쇼핑센터,"서울특별시 중구 남대문로 지하 72 (남대문로2가, 명동지하쇼핑센터)",37.563637022375985,126.982076641632,1758,지하,
3010000-S199000001,civil_defense,한국은행앞지하보도,"서울특별시 중구 남대문로 39 (남대문로3가, 한국은행건물)",37.56165608050204,126.98009700640802,356,지하,
3010000-S200100001,civil_defense,지하철6호선버티고개역 지하1층,"서울특별시 중구 다산로 지하 38 (신당동, 버티고개역 6호선)",37.54794357066245,127.00697726349351,6278,지하,
3010000-S199700006,civil_defense,명동역지하철승강장,"서울특별시 중구 퇴계로 지하 126 (충무로2가, 명동역 4호선)",37.560904705432336,126.98591109997582,9875,지하,
